image_name,gt_class,pred_class_argmax,pred_class_raw,pred_conf,iou
dangerous_train_000163.jpg,rifle,background,knife,0.011081446893513203,0.9316837554181812
dangerous_train_000251.jpg,rifle,background,rifle,0.01684519089758396,0.7495139826335244
dangerous_train_000310.jpg,rifle,background,rifle,0.0153805548325181,0.666323655843252
dangerous_train_000315.jpg,rifle,background,rifle,0.32258161902427673,0.8483630137598508
dangerous_train_000404.jpg,rifle,background,background,0.0,0.0
dangerous_train_000714.jpg,rifle,background,rifle,0.13927555084228516,0.7253185074037977
dangerous_train_000821.jpg,rifle,background,rifle,0.36564376950263977,0.8470584607072235
dangerous_train_000944.jpg,rifle,background,gun,0.06140634045004845,0.9240768095053731
dangerous_train_001071.jpg,rifle,background,rifle,0.03150566667318344,0.772621827802186
dangerous_train_001147.jpg,rifle,background,rifle,0.2940557897090912,0.876566204789453
dangerous_train_001421.jpg,rifle,background,rifle,0.10004198551177979,0.8195785881108277
dangerous_train_001708.jpg,rifle,background,background,0.0,0.0
dangerous_train_001747.jpg,rifle,background,rifle,0.4614301919937134,0.8011267898302982
dangerous_train_002330.jpg,rifle,background,rifle,0.01945181004703045,0.8597801687447265
dangerous_train_002415.jpg,rifle,background,rifle,0.22762490808963776,0.6339422075999593
dangerous_train_002594.jpg,rifle,background,rifle,0.024030610918998718,0.6968178935293382
dangerous_train_002806.jpg,rifle,background,rifle,0.028146840631961823,0.7398759578278019
dangerous_train_002806.jpg,rifle,background,rifle,0.11644954979419708,0.8485599108810606
dangerous_train_002903.jpg,rifle,background,rifle,0.012520105578005314,0.7500661506921397
dangerous_train_002942.jpg,rifle,background,rifle,0.019743865355849266,0.8042543237931394
dangerous_train_003147.jpg,rifle,background,rifle,0.040850818157196045,0.8248445085644338
dangerous_train_003287.jpg,rifle,background,rifle,0.046847790479660034,0.7851053915814296
dangerous_train_003287.jpg,rifle,background,rifle,0.1458599865436554,0.6269199862924606
dangerous_train_003383.jpg,rifle,background,rifle,0.11653720587491989,0.8022162396843191
dangerous_train_003563.jpg,rifle,background,background,0.0,0.0
dangerous_train_003806.jpg,rifle,background,rifle,0.11972734332084656,0.7729446918566468
dangerous_train_003958.jpg,rifle,background,rifle,0.09348352998495102,0.8799639943018088
dangerous_train_004154.jpg,rifle,background,rifle,0.03517700731754303,0.7315828652155333
dangerous_train_004164.jpg,rifle,background,background,0.0,0.0
dangerous_train_004250.jpg,rifle,background,rifle,0.2527722120285034,0.9021674815196506
dangerous_train_004479.jpg,rifle,background,rifle,0.19039584696292877,0.7309284808136509
youtube_train_008078.jpg,rifle,background,rifle,0.0179862342774868,0.6461277283318595
youtube_train_008081.jpg,rifle,background,rifle,0.220448300242424,0.7349486158801456
youtube_train_008111.jpg,rifle,background,rifle,0.4974393844604492,0.7811786633600054
youtube_train_008150.jpg,rifle,background,rifle,0.026771580800414085,0.6079121526684665
youtube_train_008150.jpg,rifle,background,rifle,0.3159569799900055,0.8351967693750529
youtube_train_008158.jpg,rifle,background,rifle,0.415384978055954,0.8181923714296755
youtube_train_008158.jpg,rifle,background,rifle,0.3850242495536804,0.8688145326757345
youtube_train_008158.jpg,rifle,background,rifle,0.24028924107551575,0.9088743752974436
youtube_train_008158.jpg,rifle,background,rifle,0.3999418616294861,0.8714592624920471
youtube_train_008158.jpg,rifle,background,rifle,0.38335832953453064,0.7915977945939279
youtube_train_008158.jpg,rifle,background,rifle,0.1447325199842453,0.7888784667350519
youtube_train_008158.jpg,rifle,background,rifle,0.47654515504837036,0.8465537619516676
youtube_train_008158.jpg,rifle,background,rifle,0.4605525732040405,0.8423657868084466
youtube_train_008158.jpg,rifle,background,rifle,0.04287400096654892,0.7879737085252164
youtube_train_008158.jpg,rifle,background,rifle,0.24760127067565918,0.8313367540275264
youtube_train_008158.jpg,rifle,background,rifle,0.13513708114624023,0.8304506157951307
youtube_train_008158.jpg,rifle,background,rifle,0.13388390839099884,0.7269360722874961
youtube_train_008158.jpg,rifle,background,rifle,0.11889336258172989,0.7572379431665089
youtube_train_008158.jpg,rifle,background,rifle,0.2338746339082718,0.745646659274195
youtube_train_008158.jpg,rifle,background,rifle,0.1561996340751648,0.7200644759519461
youtube_train_008158.jpg,rifle,background,rifle,0.08801745623350143,0.659320798825107
youtube_train_008158.jpg,rifle,background,rifle,0.3316444158554077,0.8365660631505971
youtube_train_008177.jpg,rifle,background,rifle,0.4575207531452179,0.8502479852124207
youtube_train_008219.jpg,rifle,background,rifle,0.01796928234398365,0.8397293443634768
youtube_train_008229.jpg,rifle,background,background,0.0,0.0
youtube_train_008229.jpg,rifle,background,rifle,0.013832937926054,0.5399620083351885
youtube_train_008229.jpg,rifle,background,rifle,0.4855198562145233,0.8575540861656504
youtube_train_008229.jpg,rifle,background,rifle,0.21881620585918427,0.700883981671764
youtube_train_008229.jpg,rifle,background,rifle,0.07489602267742157,0.7713073174311815
youtube_train_008231.jpg,rifle,background,gun,0.06580834090709686,0.706393856978728
youtube_train_008275.jpg,rifle,background,background,0.0,0.0
youtube_train_008314.jpg,rifle,background,rifle,0.020655814558267593,0.5634778177725627
youtube_train_008314.jpg,rifle,background,rifle,0.4668262302875519,0.8842144642000105
youtube_train_008342.jpg,rifle,background,rifle,0.09348612278699875,0.6091022829296872
youtube_train_008372.jpg,rifle,background,rifle,0.19448798894882202,0.8704422696837785
youtube_train_008386.jpg,rifle,background,rifle,0.4569019377231598,0.8076410791866087
youtube_train_008421.jpg,rifle,background,rifle,0.354143351316452,0.9474515030286353
youtube_train_008444.jpg,rifle,background,rifle,0.1725720316171646,0.8711560647319331
youtube_train_008449.jpg,rifle,background,rifle,0.23480892181396484,0.7327386520244669
youtube_train_008476.jpg,rifle,background,background,0.0,0.0
youtube_train_008487.jpg,rifle,background,rifle,0.26887047290802,0.8630139925713929
youtube_train_008487.jpg,rifle,background,rifle,0.020769895985722542,0.7834868027327807
youtube_train_008487.jpg,rifle,background,rifle,0.1990942358970642,0.6854653475854581
youtube_train_008510.jpg,rifle,background,rifle,0.22238227725028992,0.86065027630622
youtube_train_008544.jpg,rifle,background,rifle,0.47147682309150696,0.8243549242637899
youtube_train_008564.jpg,rifle,background,rifle,0.3217192590236664,0.7705902934874602
youtube_train_008575.jpg,rifle,background,rifle,0.4255523085594177,0.7472308854900487
youtube_train_008575.jpg,rifle,background,rifle,0.4905380606651306,0.9777983067792092
youtube_train_008577.jpg,rifle,background,rifle,0.332828164100647,0.8046530426882301
youtube_train_008598.jpg,rifle,background,rifle,0.3993874192237854,0.926729937322321
youtube_train_008605.jpg,rifle,background,background,0.0,0.0
youtube_train_008608.jpg,rifle,background,rifle,0.43858394026756287,0.910821468779845
youtube_train_008614.jpg,rifle,background,rifle,0.42593082785606384,0.9122141837273912
youtube_train_008631.jpg,rifle,background,rifle,0.03512774407863617,0.6141964472945715
youtube_train_008642.jpg,rifle,background,rifle,0.4360157549381256,0.9018777639560056
youtube_train_008650.jpg,rifle,background,rifle,0.15764743089675903,0.8574462291763333
youtube_train_008650.jpg,rifle,background,rifle,0.3941532373428345,0.8078807669585267
youtube_train_008652.jpg,rifle,background,rifle,0.1685362309217453,0.6341464463054189
youtube_train_008670.jpg,rifle,background,background,0.0,0.0
youtube_train_008706.jpg,rifle,background,rifle,0.48270106315612793,0.9092987531262324
youtube_train_008719.jpg,rifle,background,rifle,0.0753878802061081,0.7526662279259015
youtube_train_008745.jpg,rifle,background,rifle,0.029212363064289093,0.7270760734237014
youtube_train_008808.jpg,rifle,background,rifle,0.4986097812652588,0.8692531166409103
youtube_train_008808.jpg,rifle,background,background,0.0,0.0
youtube_train_008821.jpg,rifle,background,rifle,0.1615099310874939,0.8432736894324581
youtube_train_008847.jpg,rifle,background,rifle,0.2819235920906067,0.8910837085986614
youtube_train_008875.jpg,rifle,background,rifle,0.4137398302555084,0.9198122481954498
youtube_train_008893.jpg,rifle,background,rifle,0.039834048599004745,0.5371446409911952
youtube_train_008893.jpg,rifle,background,rifle,0.28095337748527527,0.6864654932701828
youtube_train_008906.jpg,rifle,background,rifle,0.15452775359153748,0.8387617871490595
youtube_train_008910.jpg,rifle,background,rifle,0.01719307340681553,0.7320981565667048
youtube_train_008954.jpg,rifle,background,rifle,0.41721439361572266,0.6960039889262619
youtube_train_008962.jpg,rifle,background,rifle,0.24399691820144653,0.7999590025021467
youtube_train_008973.jpg,rifle,background,rifle,0.4666813313961029,0.7806451399918068
youtube_train_008973.jpg,rifle,background,rifle,0.11817415058612823,0.6001432241591155
youtube_train_008973.jpg,rifle,background,rifle,0.3656434416770935,0.7356034451960717
youtube_train_008973.jpg,rifle,background,rifle,0.07354672998189926,0.6653063313159098
youtube_train_008973.jpg,rifle,background,rifle,0.15275776386260986,0.6015854113909402
youtube_train_008973.jpg,rifle,background,rifle,0.09345222264528275,0.6576489136762949
youtube_train_008973.jpg,rifle,background,rifle,0.3271004557609558,0.7430299145461657
youtube_train_008973.jpg,rifle,background,rifle,0.3708675503730774,0.6137765001400192
youtube_train_008973.jpg,rifle,background,rifle,0.28401046991348267,0.6159545826767443
youtube_train_008973.jpg,rifle,background,rifle,0.2628936767578125,0.676387083655351
youtube_train_008973.jpg,rifle,background,background,0.0,0.0
youtube_train_008973.jpg,rifle,background,rifle,0.05305136740207672,0.7183639868738768
youtube_train_008973.jpg,rifle,background,rifle,0.060023557394742966,0.6080691313754264
