image_path,given_label,predicted_label,predicted_conf,given_label_id,predicted_label_id
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_005940.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_train_002548.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_test_000818.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_test_001183.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_test_000507.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_4/images/val/youtube_test_002046.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_007039.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_1/images/val/youtube_train_009955.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_002959.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_004990.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_007040.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_002141.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_006321.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_1/images/val/youtube_train_010345.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_005518.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_002208.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_valid_001683.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_006781.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_1/images/val/youtube_train_008801.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_valid_000748.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_007643.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_valid_001592.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_004198.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_train_001442.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_train_003447.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_valid_000040.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_1/images/val/youtube_train_010311.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_1/images/val/youtube_train_009801.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_006460.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_003284.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_train_001327.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_valid_000336.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_4/images/val/youtube_valid_001940.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/youtube_valid_001808.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_train_004669.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_test_001257.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_005392.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_2/images/val/youtube_train_010043.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_005190.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/youtube_train_009707.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/youtube_train_008218.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_train_001561.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_002772.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_000411.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_train_007732.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_007587.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_train_001769.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_train_005734.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_007193.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_test_000888.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_train_007367.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_004112.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_train_000628.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_train_003296.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_train_004662.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_train_002980.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_007794.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_valid_000566.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_valid_000836.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_2/images/val/youtube_train_008685.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_003697.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_valid_000699.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_test_001016.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_train_005230.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_valid_000446.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_test_000903.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_006818.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_test_000166.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_003361.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_005339.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_valid_001805.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_008378.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_001202.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_001558.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_001381.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_007704.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_006684.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_test_001006.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_001286.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_008714.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_004983.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/youtube_train_010635.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_004862.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_test_001158.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_004893.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_002673.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_008046.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_train_002455.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_006913.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_train_007098.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_006674.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_000863.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_010241.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_test_001295.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_train_004621.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_train_000689.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_valid_001185.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_test_000432.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_005265.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_valid_000432.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_valid_001105.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_valid_000095.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_1/images/val/youtube_test_001966.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_test_001254.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_004632.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_006681.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_004250.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_test_000224.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_006938.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_008732.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_valid_000240.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_007267.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_train_006629.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/youtube_train_009502.jpg,gun,background,1.0,1,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_001071.jpg,rifle,background,1.0,2,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_test_001581.jpg,knife,background,1.0,0,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_train_001311.jpg,baseball_bat,background,1.0,3,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_008362.jpg,rifle,background,0.9899301584810019,2,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_valid_000678.jpg,knife,background,0.9898340189829469,0,4
/workspace/cv_folds_5fold/fold_2/images/val/youtube_train_010041.jpg,rifle,background,0.9898029267787933,2,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_002767.jpg,gun,background,0.9897771179676056,1,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_004741.jpg,gun,background,0.9896761393174529,1,4
/workspace/cv_folds_5fold/fold_4/images/val/youtube_train_008759.jpg,rifle,background,0.98951356112957,2,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_000860.jpg,knife,background,0.9894746793434024,0,4
/workspace/cv_folds_5fold/fold_3/images/val/dangerous_train_002903.jpg,rifle,background,0.9894326673820615,2,4
/workspace/cv_folds_5fold/fold_2/images/val/youtube_train_010959.jpg,rifle,background,0.9893082808703184,2,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_test_001106.jpg,gun,background,0.98930480517447,1,4
/workspace/cv_folds_5fold/fold_3/images/val/youtube_valid_001862.jpg,rifle,background,0.989227345213294,2,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_valid_001586.jpg,gun,background,0.9888739325106144,1,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_004574.jpg,gun,background,0.9888395266607404,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_train_003983.jpg,gun,background,0.9887569127604365,1,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_test_001529.jpg,gun,background,0.9885915769264102,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_test_001388.jpg,gun,background,0.9885253151878715,1,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_003017.jpg,rifle,background,0.9881655247882009,2,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_007836.jpg,gun,background,0.9881125940009952,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_valid_000889.jpg,baseball_bat,background,0.987866080366075,3,4
/workspace/cv_folds_5fold/fold_2/images/val/youtube_train_008695.jpg,rifle,background,0.9877835959196091,2,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_test_000228.jpg,gun,background,0.9876971459016204,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_train_000171.jpg,knife,background,0.9875656850636005,0,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_test_001550.jpg,gun,background,0.9874585578218102,1,4
/workspace/cv_folds_5fold/fold_2/images/val/youtube_train_009481.jpg,rifle,background,0.987445643171668,2,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_train_005097.jpg,gun,background,0.9873912325128913,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_valid_000434.jpg,gun,background,0.9871702613309026,1,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_010868.jpg,rifle,background,0.9863439351320267,2,4
/workspace/cv_folds_5fold/fold_3/images/val/youtube_train_010030.jpg,rifle,background,0.9862167881801724,2,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_003632.jpg,knife,background,0.9858935829252005,0,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_valid_001654.jpg,gun,background,0.9856616836041212,1,4
/workspace/cv_folds_5fold/fold_3/images/val/youtube_train_009768.jpg,gun,background,0.9854119652882218,1,4
/workspace/cv_folds_5fold/fold_0/images/val/voc_train_005332.jpg,gun,background,0.9850546270608902,1,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_009957.jpg,rifle,background,0.9849578589200974,2,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_001743.jpg,gun,background,0.984613448381424,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_002232.jpg,gun,background,0.9845595452934504,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_005887.jpg,gun,background,0.9845157945528626,1,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_test_001330.jpg,gun,background,0.9844699548557401,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_006457.jpg,knife,background,0.9843272995203733,0,4
/workspace/cv_folds_5fold/fold_4/images/val/youtube_train_009462.jpg,rifle,background,0.9839068315923214,2,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_002665.jpg,baseball_bat,background,0.9835086148232222,3,4
/workspace/cv_folds_5fold/fold_1/images/val/dangerous_train_003393.jpg,gun,background,0.9833048656582832,1,4
/workspace/cv_folds_5fold/fold_3/images/val/voc_train_004547.jpg,gun,background,0.9831841457635164,1,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_002848.jpg,baseball_bat,background,0.9831111691892147,3,4
/workspace/cv_folds_5fold/fold_3/images/val/youtube_train_009537.jpg,gun,background,0.982944069430232,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_valid_000904.jpg,gun,background,0.9827474914491177,1,4
/workspace/cv_folds_5fold/fold_2/images/val/voc_test_001684.jpg,knife,background,0.9823678471148014,0,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_010923.jpg,rifle,background,0.9821972120553255,2,4
/workspace/cv_folds_5fold/fold_3/images/val/youtube_train_009289.jpg,gun,background,0.9820896349847317,1,4
/workspace/cv_folds_5fold/fold_2/images/val/dangerous_test_000226.jpg,gun,background,0.9820711389183998,1,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_007936.jpg,gun,background,0.9820536840707064,1,4
/workspace/cv_folds_5fold/fold_4/images/val/dangerous_train_003996.jpg,baseball_bat,background,0.9818916823714972,3,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_005429.jpg,gun,background,0.9818220306187868,1,4
/workspace/cv_folds_5fold/fold_1/images/val/voc_train_005802.jpg,gun,background,0.9816200584173203,1,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_000794.jpg,baseball_bat,background,0.981429859995842,3,4
/workspace/cv_folds_5fold/fold_1/images/val/youtube_train_008314.jpg,rifle,background,0.9814101364463568,2,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_train_004932.jpg,gun,background,0.9808443393558264,1,4
/workspace/cv_folds_5fold/fold_4/images/val/voc_valid_001225.jpg,knife,background,0.980629088357091,0,4
/workspace/cv_folds_5fold/fold_0/images/val/dangerous_train_001644.jpg,gun,background,0.9802581425756216,1,4
/workspace/cv_folds_5fold/fold_0/images/val/youtube_train_009591.jpg,rifle,background,0.9800758250057697,2,4
